ParName   Value   Gradient
MGparm[2]      8.52381 -9.32851e-006
MGparm[3]      63.3969 -2.05948e-005
MGparm[4]    0.0654617 -2.39079e-005
MGparm[5]     0.181747 -1.5182e-005
MGparm[6]    0.0555375 -2.14123e-006
MGparm[15]     0.402593  9.7963e-005
SR_parm[1]      5.38292 -3.04893e-005
recdev_early(1889)   -0.0116867 -2.56148e-007
recdev_early(1890)   -0.0120658 -1.7772e-006
recdev_early(1891)   -0.0124534 -8.54497e-007
recdev_early(1892)   -0.0128523 3.39526e-007
recdev_early(1893)   -0.0132581 1.71471e-007
recdev_early(1894)    -0.013676 -1.35793e-007
recdev_early(1895)   -0.0141055 -2.20921e-007
recdev_early(1896)   -0.0145477 -3.65842e-007
recdev_early(1897)   -0.0150033 -2.3439e-007
recdev_early(1898)   -0.0154676 -7.76035e-008
recdev_early(1899)   -0.0159405 -3.76231e-007
recdev_early(1900)   -0.0164465 1.27047e-008
recdev_early(1901)   -0.0169386 -1.27343e-006
recdev_early(1902)   -0.0174192 1.20091e-006
recdev_early(1903)   -0.0179528 -2.07244e-006
recdev_early(1904)   -0.0184847 1.28874e-006
recdev_early(1905)   -0.0190074 -1.93749e-006
recdev_early(1906)   -0.0195225 -8.54822e-007
recdev_early(1907)   -0.0199946 1.47489e-006
recdev_early(1908)   -0.0204606 -2.94544e-006
recdev_early(1909)   -0.0209418 2.98441e-006
recdev_early(1910)   -0.0214448 -3.6328e-006
recdev_early(1911)   -0.0219867 2.75642e-006
recdev_early(1912)   -0.0225879 -2.24229e-006
recdev_early(1913)   -0.0233331 -3.88267e-008
recdev_early(1914)   -0.0242953 4.49761e-007
recdev_early(1915)   -0.0256144 -6.14308e-007
recdev_early(1916)   -0.0274014 2.44849e-006
recdev_early(1917)   -0.0298203 -2.42318e-007
recdev_early(1918)   -0.0331043 -1.64206e-007
recdev_early(1919)   -0.0374968 9.55341e-007
recdev_early(1920)    -0.043209 -7.63555e-007
recdev_early(1921)   -0.0503803 -8.98949e-007
recdev_early(1922)   -0.0590623 8.54211e-007
recdev_early(1923)   -0.0691761 -1.4508e-006
recdev_early(1924)   -0.0804754 -1.05946e-006
recdev_early(1925)   -0.0925107 -1.50346e-006
recdev_early(1926)    -0.104626 1.12434e-006
recdev_early(1927)    -0.115998 1.64113e-006
recdev_early(1928)    -0.125747 -2.91333e-006
recdev_early(1929)    -0.133081 -2.85848e-007
recdev_early(1930)    -0.137473 3.72892e-007
recdev_early(1931)    -0.138899 1.35152e-006
recdev_early(1932)    -0.137955 -1.28734e-006
recdev_early(1933)    -0.135783 1.91747e-006
recdev_early(1934)    -0.134015  3.1695e-006
recdev_early(1935)    -0.134288 6.01922e-007
recdev_early(1936)     -0.13765 2.24091e-006
recdev_early(1937)    -0.143984 1.47279e-006
recdev_early(1938)    -0.151895 2.10631e-006
recdev_early(1939)    -0.158963  2.2472e-006
recdev_early(1940)    -0.162412 2.19947e-006
recdev_early(1941)    -0.159424  2.0977e-006
recdev_early(1942)    -0.147027 1.43104e-006
recdev_early(1943)    -0.121627 3.12193e-006
recdev_early(1944)   -0.0788108 1.88397e-006
recdev_early(1945)   -0.0147062 3.60351e-007
recdev_early(1946)    0.0706968 -2.67216e-006
recdev_early(1947)     0.166747 -9.26312e-007
recdev_early(1948)     0.242323 -1.20496e-006
recdev_early(1949)     0.246375 3.20689e-007
recdev_early(1950)     0.156685 1.61423e-006
recdev_early(1951)    0.0124325 1.03113e-006
recdev_early(1952)    -0.134758 4.99764e-006
recdev_early(1953)    -0.253643 4.48949e-006
recdev_early(1954)    -0.330703 3.90506e-006
recdev_early(1955)    -0.361031  4.8975e-006
recdev_early(1956)    -0.342731 4.77145e-006
recdev_early(1957)    -0.278479  1.3569e-006
recdev_early(1958)     -0.18258 1.59911e-006
recdev_early(1959)   -0.0905631 3.15344e-006
recdev_early(1960)   -0.0758469 3.81229e-006
recdev_early(1961)    -0.194301 5.72427e-006
recdev_early(1962)     -0.37283 3.74428e-006
recdev_early(1963)    -0.497969 4.60602e-006
recdev_early(1964)    -0.497411 3.35879e-006
recdev_early(1965)    -0.342317 1.28494e-006
recdev_early(1966)    -0.118933 1.04317e-006
recdev_early(1967)   -0.0113852 2.67866e-006
recdev_early(1968)     0.157231 -4.20951e-006
recdev_early(1969)     0.428318 -7.03322e-006
recdev_early(1970)     0.505782 -8.65311e-006
recdev_early(1971)     0.837931 -1.00234e-005
recdev_early(1972)     0.341908 -1.81961e-006
recdev_early(1973)    -0.041018 -2.07284e-006
recdev_early(1974)   -0.0237156 -2.83139e-006
recdev_early(1975)     0.256621 -4.92661e-006
recdev_early(1976)     0.216918 -5.68424e-006
recdev_early(1977)     0.111684 -6.41885e-006
recdev_early(1978)   -0.0883739 -1.17367e-005
recdev_early(1979)   0.00232475 -1.65544e-005
recdev1(1980)     0.244761 -2.46288e-005
