ParName   Value   Gradient
MGparm[2]      8.24733 -3.45704e-006
MGparm[3]      63.3864 -2.26335e-005
MGparm[4]    0.0658933 -1.68998e-005
MGparm[5]      0.19066 -3.40856e-006
MGparm[6]    0.0544206 2.29185e-006
MGparm[15]     0.406338  5.6807e-005
SR_parm[1]       5.3813 -3.53252e-005
recdev_early(1889)   -0.0126309 -1.02381e-006
recdev_early(1890)   -0.0130396 9.60088e-008
recdev_early(1891)   -0.0134584 1.90307e-007
recdev_early(1892)   -0.0138903  1.0937e-007
recdev_early(1893)   -0.0143313 -1.61787e-007
recdev_early(1894)   -0.0147867 -5.7226e-007
recdev_early(1895)   -0.0152564 -2.37788e-007
recdev_early(1896)   -0.0157416 3.66671e-008
recdev_early(1897)   -0.0162432 3.23068e-007
recdev_early(1898)    -0.016756 3.78515e-007
recdev_early(1899)   -0.0172791 -7.76348e-007
recdev_early(1900)    -0.017832 -3.93981e-007
recdev_early(1901)   -0.0183848 -1.09049e-006
recdev_early(1902)   -0.0189295 -3.50093e-007
recdev_early(1903)   -0.0195333 2.15588e-007
recdev_early(1904)    -0.020139  -3.033e-007
recdev_early(1905)    -0.020734 -3.37217e-007
recdev_early(1906)   -0.0213141 -5.29814e-007
recdev_early(1907)   -0.0218367 -1.79701e-006
recdev_early(1908)   -0.0223304 7.98026e-007
recdev_early(1909)   -0.0228079 -1.22529e-006
recdev_early(1910)   -0.0232673 1.58687e-006
recdev_early(1911)    -0.023717 -7.37424e-007
recdev_early(1912)   -0.0241743 2.23924e-006
recdev_early(1913)   -0.0247351 -2.27596e-006
recdev_early(1914)   -0.0254925 1.54838e-006
recdev_early(1915)   -0.0266266 -1.39741e-006
recdev_early(1916)    -0.028293 3.20197e-007
recdev_early(1917)   -0.0307139 -8.26864e-007
recdev_early(1918)   -0.0341792 -7.30663e-007
recdev_early(1919)   -0.0389609 -4.54244e-007
recdev_early(1920)   -0.0452619 -1.94672e-007
recdev_early(1921)   -0.0531643 -1.06408e-006
recdev_early(1922)   -0.0626208 2.72399e-007
recdev_early(1923)   -0.0734317 -1.67108e-008
recdev_early(1924)   -0.0852303 -1.81916e-007
recdev_early(1925)   -0.0974887 -9.08683e-007
recdev_early(1926)    -0.109509 2.47111e-007
recdev_early(1927)    -0.120457 -4.11413e-008
recdev_early(1928)    -0.129483 -1.99147e-008
recdev_early(1929)    -0.135839 1.32461e-006
recdev_early(1930)    -0.139097 -3.11834e-007
recdev_early(1931)     -0.13943 -4.63721e-008
recdev_early(1932)    -0.137711 -7.1819e-007
recdev_early(1933)    -0.135461 -8.95654e-007
recdev_early(1934)    -0.134661 2.47788e-007
recdev_early(1935)    -0.137045 1.95484e-006
recdev_early(1936)    -0.143308 -8.51923e-007
recdev_early(1937)    -0.152533 4.45798e-007
recdev_early(1938)    -0.162382 9.29889e-008
recdev_early(1939)    -0.169798 -1.39575e-007
recdev_early(1940)    -0.171985 3.83235e-007
recdev_early(1941)    -0.166659 -1.33751e-006
recdev_early(1942)    -0.151549 3.91507e-007
recdev_early(1943)    -0.123512 -2.01155e-007
recdev_early(1944)   -0.0782125 2.79772e-007
recdev_early(1945)   -0.0117613 -6.86741e-007
recdev_early(1946)    0.0755688 -2.28851e-006
recdev_early(1947)      0.17249 -2.61419e-006
recdev_early(1948)     0.247519 -3.52926e-006
recdev_early(1949)     0.250189 -2.07732e-006
recdev_early(1950)     0.158522 -8.86636e-007
recdev_early(1951)    0.0109249 -1.72166e-006
recdev_early(1952)    -0.140804 -3.00198e-007
recdev_early(1953)    -0.264137 7.96014e-007
recdev_early(1954)    -0.343802 6.56682e-007
recdev_early(1955)    -0.373174  4.1907e-007
recdev_early(1956)    -0.349948 6.24341e-007
recdev_early(1957)    -0.279292 5.96422e-007
recdev_early(1958)    -0.180298 -6.8353e-007
recdev_early(1959)    -0.091042 4.37336e-007
recdev_early(1960)   -0.0791626 -3.83847e-007
recdev_early(1961)    -0.191408 7.89647e-007
recdev_early(1962)    -0.362805  1.2747e-006
recdev_early(1963)    -0.489704 2.13543e-006
recdev_early(1964)    -0.496795 2.77332e-006
recdev_early(1965)    -0.357481 1.76584e-006
recdev_early(1966)    -0.158911 6.50371e-007
recdev_early(1967)   -0.0279758 -8.29225e-007
recdev_early(1968)     0.157746 -5.83627e-006
recdev_early(1969)     0.371324 -7.6445e-006
recdev_early(1970)     0.566796 -6.23369e-006
recdev_early(1971)     0.853165 -8.60006e-006
recdev_early(1972)     0.323511 -2.55322e-006
recdev_early(1973)    0.0136146 1.94711e-007
recdev_early(1974)   -0.0381365 -3.71875e-007
recdev_early(1975)     0.292272 3.03124e-007
recdev_early(1976)     0.210905 1.48768e-006
recdev_early(1977)     0.129742 -7.39943e-007
recdev_early(1978)   -0.0810092 8.36961e-007
recdev_early(1979)    0.0467194 -2.41452e-007
recdev1(1980)     0.214939 -2.8494e-006
recdev1(1981)     0.458652 2.56189e-006
recdev1(1982)     0.706365 -1.10927e-006
recdev1(1983)      0.36493 3.64972e-006
recdev1(1984)     0.496383 4.26897e-006
recdev1(1985)     0.137562 2.42612e-006
recdev1(1986)    -0.135964 2.70879e-006
recdev1(1987)    -0.235787 9.34006e-006
recdev1(1988)    -0.382542 1.34746e-006
recdev1(1989)     -0.52157 -3.21968e-006
recdev1(1990)    -0.700125 -5.81257e-006
recdev1(1991)    -0.841638 -4.49684e-006
recdev1(1992)    -0.628316 -4.03896e-006
recdev1(1993)     0.317044 -1.01574e-006
recdev1(1994)    0.0567916 -2.03995e-006
recdev1(1995)    -0.728001 -8.54268e-007
recdev1(1996)     -0.76022 -1.75741e-006
recdev1(1997)    -0.580716 -2.06292e-006
recdev1(1998)   -0.0586821 -1.84783e-006
recdev1(1999)     0.665697 1.64034e-006
