ParName   Value   Gradient
MGparm[2]      8.46708 1.13049e-005
MGparm[3]       63.415  0.000100426
MGparm[4]    0.0652936 5.69903e-005
MGparm[5]     0.189636  5.6475e-006
MGparm[6]    0.0547701 -1.08141e-006
MGparm[15]      0.40996 -8.42198e-005
SR_parm[1]      5.38236  0.000148287
recdev_early(1889)   -0.0125255 3.63018e-006
recdev_early(1890)   -0.0129342 -2.56908e-007
recdev_early(1891)   -0.0133531 -1.34297e-006
recdev_early(1892)   -0.0137852 -1.04669e-006
recdev_early(1893)   -0.0142265 1.30268e-007
recdev_early(1894)   -0.0146826 1.01104e-006
recdev_early(1895)   -0.0151533 1.43871e-006
recdev_early(1896)   -0.0156401 1.24655e-006
recdev_early(1897)   -0.0161439 1.27059e-006
recdev_early(1898)   -0.0166594 4.89611e-007
recdev_early(1899)    -0.017186 9.34605e-007
recdev_early(1900)   -0.0177442 -1.14788e-006
recdev_early(1901)   -0.0183032  4.8159e-007
recdev_early(1902)    -0.018856 -4.14331e-006
recdev_early(1903)   -0.0194676 3.58335e-006
recdev_early(1904)   -0.0200808 4.22189e-006
recdev_early(1905)   -0.0206838 2.34732e-006
recdev_early(1906)   -0.0212741 2.03403e-006
recdev_early(1907)   -0.0218076 1.28749e-006
recdev_early(1908)    -0.022314 9.96528e-007
recdev_early(1909)   -0.0228064 -4.23771e-007
recdev_early(1910)   -0.0232793 1.60758e-006
recdev_early(1911)   -0.0237443 -9.75876e-007
recdev_early(1912)   -0.0242204 3.22059e-006
recdev_early(1913)   -0.0248051 4.55666e-007
recdev_early(1914)    -0.025595 4.05577e-006
recdev_early(1915)   -0.0267726  1.2014e-006
recdev_early(1916)    -0.028499 1.37682e-006
recdev_early(1917)    -0.030997 4.31719e-006
recdev_early(1918)   -0.0345573 -1.37591e-007
recdev_early(1919)   -0.0394524 2.55717e-007
recdev_early(1920)   -0.0458773 4.67304e-006
recdev_early(1921)   -0.0539011 -6.08577e-007
recdev_early(1922)   -0.0634576 1.54265e-006
recdev_early(1923)   -0.0743262 1.30455e-007
recdev_early(1924)     -0.08612  1.6917e-006
recdev_early(1925)   -0.0982975 1.89803e-006
recdev_early(1926)    -0.110155 2.42303e-006
recdev_early(1927)    -0.120861 -2.73615e-006
recdev_early(1928)    -0.129573 4.79069e-006
recdev_early(1929)    -0.135558 1.04947e-006
recdev_early(1930)    -0.138396 -1.50184e-008
recdev_early(1931)    -0.138279  1.7075e-006
recdev_early(1932)    -0.136098 6.44811e-007
recdev_early(1933)    -0.133403 1.05929e-006
recdev_early(1934)    -0.132207 2.59361e-006
recdev_early(1935)    -0.134274 -2.52938e-006
recdev_early(1936)    -0.140307 1.26557e-006
recdev_early(1937)    -0.149371 3.05635e-006
recdev_early(1938)    -0.159082 2.60158e-006
recdev_early(1939)    -0.166347 1.31335e-006
recdev_early(1940)    -0.168353 1.34908e-006
recdev_early(1941)    -0.162832  1.7566e-006
recdev_early(1942)     -0.14756 2.72896e-006
recdev_early(1943)    -0.119506 3.54791e-006
recdev_early(1944)   -0.0745461 3.37176e-006
recdev_early(1945)  -0.00914198 2.34166e-006
recdev_early(1946)    0.0759629 3.76752e-006
recdev_early(1947)     0.169134 3.88459e-006
recdev_early(1948)     0.239606 2.66848e-006
recdev_early(1949)     0.239885 2.20747e-006
recdev_early(1950)     0.149883 2.98244e-006
recdev_early(1951)   0.00557851 3.81775e-006
recdev_early(1952)    -0.143225 1.75141e-006
recdev_early(1953)    -0.264175 1.53851e-006
recdev_early(1954)    -0.341646 2.02736e-006
recdev_early(1955)    -0.368744  2.5726e-006
recdev_early(1956)    -0.343229 2.00054e-006
recdev_early(1957)     -0.27085  2.1841e-006
recdev_early(1958)    -0.171887 2.26262e-006
recdev_early(1959)   -0.0857107 2.19549e-007
recdev_early(1960)   -0.0788571 6.05726e-006
recdev_early(1961)    -0.193196 3.34421e-006
recdev_early(1962)    -0.363166 2.64169e-006
recdev_early(1963)    -0.488165  1.8104e-006
recdev_early(1964)    -0.494455 2.33096e-006
recdev_early(1965)    -0.356744 1.96444e-006
recdev_early(1966)    -0.162467 1.42449e-006
recdev_early(1967)   -0.0315858 2.01327e-006
recdev_early(1968)     0.157283 2.30538e-006
recdev_early(1969)     0.372317 2.55199e-006
recdev_early(1970)      0.57508 3.20422e-006
recdev_early(1971)     0.840335 2.15232e-006
recdev_early(1972)     0.311761 4.37232e-006
recdev_early(1973)   0.00849105  3.6819e-006
recdev_early(1974)   -0.0460278 5.23986e-006
recdev_early(1975)     0.268262 5.47672e-006
recdev_early(1976)     0.187692 2.62983e-006
recdev_early(1977)     0.114331 2.73946e-006
recdev_early(1978)   -0.0895552 1.89387e-006
recdev_early(1979)    0.0352574 1.81801e-006
recdev1(1980)     0.186955 3.28068e-007
recdev1(1981)     0.445278 -2.06884e-006
recdev1(1982)     0.694838 -7.09499e-006
recdev1(1983)     0.368111 -4.79295e-006
recdev1(1984)     0.495534 -5.35463e-006
recdev1(1985)     0.134415 -1.58139e-006
recdev1(1986)    -0.140904 -7.47766e-007
recdev1(1987)    -0.233263 -1.67235e-006
recdev1(1988)    -0.364344 3.77523e-007
recdev1(1989)    -0.502185  8.4157e-007
recdev1(1990)    -0.689585 8.17054e-007
recdev1(1991)    -0.833584 1.19119e-006
recdev1(1992)    -0.617776 2.05082e-006
recdev1(1993)     0.314654 3.31266e-006
recdev1(1994)    0.0119628 9.86392e-007
recdev1(1995)    -0.749367 9.95899e-007
recdev1(1996)    -0.778789 -1.4808e-007
recdev1(1997)    -0.593931 1.03705e-006
recdev1(1998)   -0.0593895 -1.16849e-007
recdev1(1999)     0.585441  -2.363e-006
recdev1(2000)    -0.106946 1.03131e-006
recdev1(2001)     0.166017 1.24449e-006
recdev1(2002)       1.1456 -4.9248e-006
recdev1(2003)      0.40527 -7.98267e-007
recdev1(2004)    -0.386811 1.20361e-006
recdev1(2005)    -0.147922 8.32044e-007
recdev1(2006)    0.0848251 3.48663e-006
recdev1(2007)     0.308245 3.43672e-006
recdev1(2008)     0.716535  1.7485e-006
recdev1(2009)     0.402927 -1.1557e-008
recdev1(2010)     0.462374 8.40711e-007
recdev1(2011)     0.386264 2.05331e-006
recdev1(2012)    -0.306199 7.61918e-008
recdev1(2013)    -0.294605 6.96436e-007
recdev1(2014)    -0.322033 1.71623e-006
recdev1(2015)    -0.187611 1.53026e-006
Fcast_recruitments(2016)            0            0
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
