ParName   Value   Gradient
MGparm[2]      8.60619 3.18481e-005
MGparm[3]      63.4541 -0.000324548
MGparm[4]    0.0649209 -6.58907e-005
MGparm[5]     0.189159 2.66094e-006
MGparm[6]    0.0547888 -4.1561e-005
MGparm[15]     0.414893  0.000529846
SR_parm[1]      5.79852  -0.00104202
recdev_early(1889)   -0.0139771 -6.12308e-006
recdev_early(1890)   -0.0144324 -3.29791e-006
recdev_early(1891)   -0.0148995 -8.14227e-006
recdev_early(1892)    -0.015381 -4.01893e-006
recdev_early(1893)   -0.0158729 -1.71053e-006
recdev_early(1894)    -0.016381 1.74947e-006
recdev_early(1895)   -0.0169056 -8.02016e-006
recdev_early(1896)   -0.0174476 -2.54734e-006
recdev_early(1897)   -0.0180088 -4.86578e-006
recdev_early(1898)    -0.018583 -4.38361e-006
recdev_early(1899)   -0.0191695 1.22478e-006
recdev_early(1900)   -0.0197911 -5.72017e-006
recdev_early(1901)   -0.0204153 -9.16182e-006
recdev_early(1902)    -0.021034 -6.65013e-006
recdev_early(1903)   -0.0217139 -3.61117e-006
recdev_early(1904)   -0.0223973 -7.23914e-006
recdev_early(1905)    -0.023072 -1.2438e-006
recdev_early(1906)   -0.0237362 -1.32682e-006
recdev_early(1907)   -0.0243448 -6.26256e-006
recdev_early(1908)   -0.0249285 -8.39345e-006
recdev_early(1909)   -0.0255003 -5.45053e-006
recdev_early(1910)   -0.0260538 -1.02271e-006
recdev_early(1911)   -0.0266006 -1.52863e-005
recdev_early(1912)   -0.0271584 -1.32688e-006
recdev_early(1913)   -0.0278259 -8.04833e-006
recdev_early(1914)   -0.0286982 -1.39724e-005
recdev_early(1915)   -0.0299557 -2.03662e-006
recdev_early(1916)   -0.0317596 -5.88757e-006
recdev_early(1917)   -0.0343298 -8.4609e-006
recdev_early(1918)   -0.0379533 -1.16635e-005
recdev_early(1919)   -0.0429036 -4.04902e-006
recdev_early(1920)   -0.0493762 -8.77337e-006
recdev_early(1921)   -0.0574387 -1.18534e-005
recdev_early(1922)   -0.0670254 -8.45661e-006
recdev_early(1923)   -0.0779168 -8.61746e-006
recdev_early(1924)   -0.0897271 -1.14794e-005
recdev_early(1925)    -0.101916 -8.35115e-006
recdev_early(1926)    -0.113779 -5.10855e-006
recdev_early(1927)    -0.124485 -1.66799e-005
recdev_early(1928)    -0.133192 -1.23944e-005
recdev_early(1929)    -0.139163 -6.37254e-006
recdev_early(1930)    -0.141977 -9.31763e-006
recdev_early(1931)    -0.141822 -3.86352e-006
recdev_early(1932)    -0.139588 -8.41637e-006
recdev_early(1933)    -0.136829 -1.3212e-005
recdev_early(1934)    -0.135561 -1.66813e-005
recdev_early(1935)    -0.137555 -1.42753e-005
recdev_early(1936)    -0.143524 -6.80278e-006
recdev_early(1937)     -0.15253 -1.08744e-005
recdev_early(1938)     -0.16219 -1.34155e-005
recdev_early(1939)    -0.169404 -1.4707e-005
recdev_early(1940)     -0.17136 -1.31062e-005
