ParName   Value   Gradient
MGparm[1]     0.267453  6.76229e-06
MGparm[13]      0.38898 -4.35078e-06
SR_parm[1]      5.47889 -9.92489e-06
recdev1(1970)     0.204969 -8.88451e-06
recdev1(1971)     0.171698 -6.80782e-06
recdev1(1972)      0.21408 -7.45623e-06
recdev1(1973)     0.267882 -2.20583e-06
recdev1(1974)     0.352477  2.60631e-06
recdev1(1975)     0.161241 -5.82213e-06
recdev1(1976)   -0.0615833  5.55993e-06
recdev1(1977)    -0.158964  1.01499e-05
recdev1(1978)    -0.236937 -4.71538e-06
recdev1(1979)     0.116934   3.1598e-06
recdev1(1980)    0.0243064   4.9806e-06
recdev1(1981)    -0.554409 -3.77934e-07
recdev1(1982)    -0.528764  2.30858e-06
recdev1(1983)     0.275552 -9.53289e-06
recdev1(1984)      1.59098  1.72713e-05
recdev1(1985)    -0.301363   1.7979e-06
recdev1(1986)    -0.109966  3.60616e-06
recdev1(1987)      1.08936  -2.9318e-06
recdev1(1988)   -0.0335596  9.02687e-07
recdev1(1989)    -0.449292 -1.13189e-06
recdev1(1990)    -0.238664   1.6589e-07
recdev1(1991)    -0.181436 -6.41914e-07
recdev1(1992)    -0.512833 -2.48836e-06
recdev1(1993)   0.00113951  -2.4535e-06
recdev1(1994)     0.342768  -2.1002e-06
recdev1(1995)     0.230016   3.9581e-06
recdev1(1996)    -0.196143  2.17566e-06
recdev1(1997)     0.112248 -2.53053e-06
recdev1(1998)    0.0117015 -1.66047e-06
recdev1(1999)     0.507748 -1.34862e-06
recdev1(2000)    -0.679873 -1.94809e-07
recdev1(2001)    -0.219756  1.07644e-06
recdev1(2002)     0.865374  3.79444e-06
recdev1(2003)   -0.0432165   1.6476e-06
recdev1(2004)    -0.381452  7.13816e-07
recdev1(2005)      0.21143 -3.75283e-07
recdev1(2006)    0.0945051  1.24589e-06
recdev1(2007)  -0.00823365  4.40567e-07
recdev1(2008)   -0.0535996 -8.11963e-07
recdev1(2009)    -0.170315 -2.58631e-06
recdev1(2010)    -0.603501 -1.78536e-07
recdev1(2011)    -0.495527 -1.41055e-06
recdev1(2012)    -0.258888  8.83177e-07
recdev1(2013)    -0.292605 -9.74451e-07
recdev1(2014)    -0.147675  -1.9644e-06
recdev1(2015)     0.163086 -7.86607e-07
recdev1(2016)   -0.0909452 -7.78861e-07
Fcast_recruitments(2017)     -0.10034   6.4443e-07
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Q_parm[2]      0.38632   2.4125e-06
selparm[7]      37.3474 -3.41764e-06
selparm[8]     -2.26635 -2.10028e-06
selparm[9]      1.60948  4.28518e-07
selparm[10]     -2.42486  -3.1396e-07
selparm[12]     -3.20564  -2.8848e-07
selparm[13]      38.9812  8.38188e-06
selparm[14]     -2.06735  2.65785e-07
selparm[15]      5.90293 -2.88329e-05
selparm[16]     -2.12282 -5.80749e-08
selparm[18]      2.17947  -1.6767e-07
selparm[19]      34.9322 -4.64028e-05
selparm[20]    -0.977579  2.03119e-07
selparm[21]      4.26569  4.15877e-05
selparm[27]      43.7122  1.35109e-05
selparm[28]     -3.22332  3.98003e-07
selparm[29]      3.62783  9.15244e-07
selparm[30]      3.11548  3.53725e-06
selparm[31]      -1.7127  3.71458e-06
selparm[32]      44.0763  2.81664e-05
selparm[33]     -1.98648 -1.94466e-08
selparm[34]      4.54045 -5.03871e-05
