ParName   Value   Gradient
MGparm[1]    0.0584206 4.23182e-005
MGparm[2]      8.42312 -1.14769e-005
MGparm[3]      63.5074 -6.22085e-006
MGparm[4]    0.0646381 -1.77962e-005
MGparm[5]     0.191716 1.02198e-005
MGparm[6]    0.0538102 2.06124e-005
MGparm[15]      0.60242 3.91687e-005
SR_parm[1]      6.14155 -0.000127059
recdev_early(1889)    0.0448823 -3.66764e-006
recdev_early(1890)    0.0469691 -1.65401e-007
recdev_early(1891)    0.0491712 1.03001e-007
recdev_early(1892)    0.0514946 -2.26736e-006
recdev_early(1893)    0.0539494 1.80606e-006
recdev_early(1894)    0.0565438 1.23268e-006
recdev_early(1895)    0.0592886 -1.26289e-006
recdev_early(1896)    0.0621956 -3.64765e-006
recdev_early(1897)    0.0652757 -5.4087e-006
recdev_early(1898)    0.0685445 -6.93234e-006
recdev_early(1899)    0.0720157 -4.22561e-006
recdev_early(1900)    0.0756791 -2.74903e-006
recdev_early(1901)    0.0795783 -2.31979e-006
recdev_early(1902)    0.0837304  -4.063e-006
recdev_early(1903)    0.0880777 1.99825e-006
recdev_early(1904)    0.0926903 2.61745e-006
recdev_early(1905)    0.0975756 -2.94323e-006
recdev_early(1906)     0.102737 -3.52134e-006
recdev_early(1907)     0.108204 -2.35535e-006
recdev_early(1908)     0.113926 -4.30672e-006
recdev_early(1909)     0.119848 -5.13677e-007
recdev_early(1910)     0.125921 -6.04109e-006
recdev_early(1911)     0.132057 -3.5029e-006
recdev_early(1912)      0.13815 -6.63132e-006
recdev_early(1913)      0.14397 -1.66713e-006
recdev_early(1914)      0.14926 -4.67367e-006
recdev_early(1915)     0.153624 -3.1436e-006
recdev_early(1916)     0.156685 -8.62439e-006
recdev_early(1917)     0.157985 -2.72705e-006
recdev_early(1918)     0.156754 -8.38082e-006
recdev_early(1919)     0.152587 -9.76183e-007
recdev_early(1920)     0.145162  4.0757e-006
recdev_early(1921)     0.134325 -1.0013e-006
recdev_early(1922)     0.120224 1.35316e-006
recdev_early(1923)     0.103309  1.2447e-006
recdev_early(1924)    0.0843018 -2.61448e-006
recdev_early(1925)    0.0641501 -3.07004e-006
recdev_early(1926)    0.0440005 9.09902e-007
recdev_early(1927)    0.0250905 3.62438e-006
recdev_early(1928)   0.00859442 1.81787e-006
recdev_early(1929)  -0.00451538 -8.54581e-007
recdev_early(1930)   -0.0137355 -1.47601e-006
recdev_early(1931)   -0.0193865 2.34551e-006
recdev_early(1932)   -0.0226641 3.20136e-006
recdev_early(1933)   -0.0256224 -2.57171e-007
recdev_early(1934)   -0.0309144 -4.11323e-006
recdev_early(1935)   -0.0408925 -2.35907e-006
recdev_early(1936)   -0.0565335 -1.38265e-006
recdev_early(1937)   -0.0767657  2.8441e-006
recdev_early(1938)   -0.0987417 -1.11299e-006
recdev_early(1939)    -0.118836 4.43062e-007
recdev_early(1940)     -0.13385 1.10641e-006
recdev_early(1941)    -0.141342 -1.16892e-006
recdev_early(1942)    -0.139024 -1.73563e-006
recdev_early(1943)    -0.123896 1.78771e-006
recdev_early(1944)   -0.0920823 -2.38376e-006
recdev_early(1945)   -0.0406179 -6.11889e-006
recdev_early(1946)    0.0286607 -5.64102e-006
recdev_early(1947)     0.102855 -2.84591e-006
recdev_early(1948)     0.152186 -2.53792e-006
recdev_early(1949)     0.136804 -8.88012e-006
recdev_early(1950)    0.0421528 1.66154e-007
recdev_early(1951)    -0.102036 -1.42607e-006
recdev_early(1952)    -0.252313 -3.6415e-007
recdev_early(1953)    -0.377688 -1.9978e-006
recdev_early(1954)    -0.462113 2.95733e-006
recdev_early(1955)    -0.498497 -8.95432e-007
recdev_early(1956)     -0.48512 -1.31248e-006
recdev_early(1957)    -0.428918 2.35964e-006
recdev_early(1958)    -0.351189 -2.09998e-006
recdev_early(1959)    -0.289307 -2.31503e-006
recdev_early(1960)    -0.298042 8.65086e-007
recdev_early(1961)    -0.408695 -1.78378e-006
recdev_early(1962)    -0.568921 9.96502e-007
recdev_early(1963)    -0.690239 2.55028e-006
recdev_early(1964)    -0.702212 2.46788e-006
recdev_early(1965)    -0.583091 -1.56374e-006
recdev_early(1966)    -0.415406 -5.99346e-008
recdev_early(1967)    -0.292571 -2.42786e-006
recdev_early(1968)     -0.11288 -5.51934e-006
recdev_early(1969)    0.0950586 -1.21336e-005
recdev_early(1970)      0.31302 -9.60716e-006
recdev_early(1971)     0.488272 -9.18712e-006
recdev_early(1972)    0.0774957 -1.07994e-005
recdev_early(1973)    -0.222639 -6.76455e-006
recdev_early(1974)    -0.278999 -8.70802e-006
recdev_early(1975)    -0.017382 -1.07719e-005
recdev_early(1976)   -0.0607505 -2.89341e-006
recdev_early(1977)    -0.122345  9.0912e-008
recdev_early(1978)    -0.293342 -3.94351e-006
recdev_early(1979)    -0.182103 -7.79824e-007
recdev1(1980)    0.0239512 2.58237e-006
recdev1(1981)     0.282557 -2.77069e-006
recdev1(1982)     0.514121 3.77955e-006
recdev1(1983)     0.317215 1.48761e-005
recdev1(1984)     0.395091 1.69962e-005
recdev1(1985)     0.090823 1.42752e-005
recdev1(1986)    -0.156981 3.72086e-006
recdev1(1987)    -0.231288 2.33315e-008
recdev1(1988)    -0.335798 -3.97316e-006
recdev1(1989)     -0.44664 -6.02988e-006
recdev1(1990)    -0.615983  2.4797e-007
recdev1(1991)    -0.749049 -3.70542e-006
recdev1(1992)    -0.529258 2.83255e-006
recdev1(1993)     0.416103 -3.37947e-006
recdev1(1994)     0.076754 -1.16529e-006
recdev1(1995)    -0.689805 -5.64889e-006
recdev1(1996)    -0.731715 -4.68641e-006
recdev1(1997)    -0.565129 -3.1636e-006
recdev1(1998)    -0.043148 -7.48084e-006
