ParName   Value   Gradient
MGparm[2]      8.71495 -3.06268e-005
MGparm[3]      63.4839 -1.80431e-005
MGparm[4]    0.0645935 2.71153e-006
MGparm[5]     0.189045 -3.34339e-005
MGparm[6]    0.0548106 9.21139e-006
MGparm[15]     0.187946 -1.25091e-006
SR_parm[1]      4.96373  0.000150456
recdev_early(1889)   -0.0151644  1.3962e-006
recdev_early(1890)   -0.0156638  3.8101e-007
recdev_early(1891)   -0.0161767 1.67956e-006
recdev_early(1892)   -0.0167065 2.04857e-006
recdev_early(1893)    -0.017249 1.52095e-006
recdev_early(1894)   -0.0178103  1.8086e-006
recdev_early(1895)   -0.0183904 1.43273e-006
recdev_early(1896)   -0.0189914 2.05857e-006
recdev_early(1897)   -0.0196148 5.19858e-007
recdev_early(1898)   -0.0202546 2.06237e-006
recdev_early(1899)   -0.0209104 6.21084e-007
recdev_early(1900)   -0.0216061 2.25227e-006
recdev_early(1901)   -0.0223086 2.69798e-006
recdev_early(1902)   -0.0230097 4.57854e-007
recdev_early(1903)   -0.0237766 2.10897e-006
recdev_early(1904)   -0.0245522 5.74622e-007
recdev_early(1905)   -0.0253242 2.32343e-006
recdev_early(1906)   -0.0260912 1.28585e-006
recdev_early(1907)   -0.0268069 -1.11694e-006
recdev_early(1908)   -0.0275031 3.86236e-006
recdev_early(1909)   -0.0281939  5.9471e-007
recdev_early(1910)   -0.0288708 3.58026e-006
recdev_early(1911)   -0.0295447 9.77764e-007
recdev_early(1912)   -0.0302341 -7.23178e-008
recdev_early(1913)   -0.0310357 3.57472e-006
recdev_early(1914)   -0.0320442 7.01828e-007
recdev_early(1915)   -0.0334384  2.0066e-006
recdev_early(1916)   -0.0353762  1.7799e-006
recdev_early(1917)   -0.0380747  9.5468e-007
recdev_early(1918)   -0.0418155 6.72537e-007
recdev_early(1919)   -0.0468724 2.28953e-006
recdev_early(1920)    -0.053435 1.69049e-006
recdev_early(1921)   -0.0615692 9.92649e-007
recdev_early(1922)   -0.0712082 1.92527e-007
recdev_early(1923)   -0.0821314 3.83631e-006
recdev_early(1924)   -0.0939545 1.60859e-006
recdev_early(1925)    -0.106139 -3.84089e-007
recdev_early(1926)     -0.11798  2.8467e-006
recdev_early(1927)    -0.128645 1.52736e-006
recdev_early(1928)    -0.137287 2.02001e-006
recdev_early(1929)    -0.143162 5.46419e-006
recdev_early(1930)    -0.145842 2.54174e-006
recdev_early(1931)    -0.145512 6.82631e-007
recdev_early(1932)     -0.14306 -1.16359e-006
recdev_early(1933)    -0.140049 1.70684e-006
recdev_early(1934)    -0.138503 5.98546e-007
recdev_early(1935)    -0.140194 4.25051e-007
recdev_early(1936)    -0.145825 2.11746e-006
recdev_early(1937)    -0.154443 7.70706e-007
recdev_early(1938)    -0.163651  3.5003e-006
recdev_early(1939)    -0.170357 1.56869e-006
recdev_early(1940)    -0.171762 3.55279e-006
recdev_early(1941)    -0.165617 1.32826e-007
recdev_early(1942)    -0.149712 8.63417e-007
recdev_early(1943)    -0.121006 2.10721e-006
recdev_early(1944)    -0.075363 3.61329e-006
recdev_early(1945)  -0.00922578 -4.54425e-006
recdev_early(1946)    0.0766356  1.1249e-005
recdev_early(1947)     0.170458 -3.56712e-006
recdev_early(1948)     0.241147 -4.34715e-006
recdev_early(1949)     0.241063 4.79313e-006
recdev_early(1950)     0.150559 5.10581e-006
recdev_early(1951)   0.00612248 1.47392e-006
recdev_early(1952)    -0.142476 -3.94422e-006
recdev_early(1953)    -0.263027 -1.8614e-006
recdev_early(1954)    -0.339956 -3.51863e-007
recdev_early(1955)    -0.366373 -2.88245e-007
recdev_early(1956)    -0.340037 9.00031e-007
recdev_early(1957)    -0.266813 3.09606e-007
recdev_early(1958)    -0.167291 4.15136e-006
recdev_early(1959)   -0.0814563 9.05043e-007
recdev_early(1960)   -0.0764017 1.62948e-006
recdev_early(1961)    -0.192725 3.38837e-006
recdev_early(1962)    -0.363511 7.05527e-008
recdev_early(1963)    -0.488589 -2.69985e-007
recdev_early(1964)    -0.495014 2.53915e-006
recdev_early(1965)    -0.358242 5.34326e-006
recdev_early(1966)    -0.165764 4.73292e-006
recdev_early(1967)   -0.0355128 3.83216e-006
recdev_early(1968)     0.153392 -1.01726e-006
recdev_early(1969)     0.369029 2.56318e-006
recdev_early(1970)     0.570703 9.08322e-007
recdev_early(1971)     0.841344 6.47761e-006
recdev_early(1972)      0.30972 -2.58411e-007
recdev_early(1973)   0.00481312 -3.33089e-006
recdev_early(1974)   -0.0508342 -5.00424e-006
recdev_early(1975)     0.256957 1.54382e-005
recdev_early(1976)     0.172454 3.23795e-005
recdev_early(1977)    0.0948213 -6.39886e-007
recdev_early(1978)    -0.106894 5.47687e-006
recdev_early(1979)     0.017157 -1.1701e-006
recdev1(1980)     0.144991  6.0481e-006
recdev1(1981)     0.407414 -1.13774e-006
recdev1(1982)     0.658118 8.33209e-006
recdev1(1983)      0.34177 2.35065e-005
recdev1(1984)     0.468331 2.80254e-005
recdev1(1985)     0.121125 9.85914e-006
recdev1(1986)    -0.148844 4.63233e-006
recdev1(1987)    -0.230946 7.88718e-006
recdev1(1988)    -0.352271 -1.72583e-006
recdev1(1989)    -0.481463 1.50231e-006
recdev1(1990)    -0.665082 8.01012e-006
recdev1(1991)    -0.811253 5.57507e-006
recdev1(1992)    -0.595597 -1.75759e-006
recdev1(1993)     0.362389 -4.63718e-005
recdev1(1994)    0.0247815 -2.99417e-005
recdev1(1995)    -0.736484 -4.77396e-006
recdev1(1996)    -0.763229 3.44079e-006
recdev1(1997)    -0.582691 -1.30647e-006
recdev1(1998)   -0.0510685 -5.78901e-006
recdev1(1999)     0.609861 -8.43005e-006
recdev1(2000)    -0.107627 -6.04757e-006
recdev1(2001)     0.171956 9.75438e-007
recdev1(2002)      1.17816 2.25273e-005
recdev1(2003)     0.414596 6.57189e-006
recdev1(2004)    -0.380189 -1.42527e-006
recdev1(2005)     -0.13639 -1.50194e-006
recdev1(2006)    0.0933799 4.17228e-006
recdev1(2007)     0.307756 -3.88338e-006
recdev1(2008)     0.728028 -1.3944e-005
recdev1(2009)      0.40157 -8.20742e-006
recdev1(2010)     0.440416 -8.09755e-006
recdev1(2011)     0.374543 -2.42482e-006
recdev1(2012)    -0.325198 2.03651e-006
recdev1(2013)    -0.321592 1.84114e-006
recdev1(2014)    -0.348838 9.59979e-007
recdev1(2015)     -0.21042 8.65105e-007
Fcast_recruitments(2016)            0            0
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_impl_error(2017)            0            0
Fcast_impl_error(2018)            0            0
Fcast_impl_error(2019)            0            0
Fcast_impl_error(2020)            0            0
Fcast_impl_error(2021)            0            0
Fcast_impl_error(2022)            0            0
Fcast_impl_error(2023)            0            0
Fcast_impl_error(2024)            0            0
Fcast_impl_error(2025)            0            0
Fcast_impl_error(2026)            0            0
Fcast_impl_error(2027)            0            0
Fcast_impl_error(2028)            0            0
Q_parm[2]     0.119967 5.27327e-007
Q_parm[4]     0.107049 -1.64869e-006
Q_parm[6]     0.394395 5.68898e-006
Q_parm[8]     0.162758 -2.56024e-006
Q_parm[10]     0.198061 -9.49128e-007
Q_parm[12]     0.117345 -1.18671e-006
Q_parm[16]     0.127411 3.98109e-007
Q_parm[17]    -0.168755 1.40899e-005
selparm[1]      46.2961 7.71949e-007
selparm[3]      5.12285 -1.31157e-005
selparm[4]      18.3241 1.01438e-007
selparm[7]      44.9275 -4.22525e-006
selparm[9]      5.16065 6.85881e-006
selparm[10]      12.7369 1.18191e-009
selparm[13]       43.209 2.43065e-005
selparm[15]      5.29369 -1.86943e-005
selparm[19]      54.6992 2.33399e-006
selparm[21]      6.09644 -7.96922e-006
selparm[22]      17.3099 -6.57376e-008
selparm[25]      52.2155 1.58279e-005
selparm[27]      5.52168 -2.81332e-005
selparm[31]      38.0161 2.25419e-005
selparm[33]      4.27061 -2.78181e-005
selparm[37]      45.1752  4.2908e-006
selparm[39]      4.56013 -4.61288e-006
selparm[43]      34.1618 9.07887e-006
selparm[45]      4.50864  -3.244e-005
selparm[49]      79.9726 -3.47298e-007
selparm[51]      6.99475 1.01072e-005
selparm[55]      57.6271 -7.23752e-007
selparm[57]       6.5097 6.71783e-006
selparm[61]      55.0177 4.75025e-006
selparm[63]       4.2476 -1.37253e-005
