ParName   Value   Gradient
MGparm[2]      8.46427  1.2812e-005
MGparm[3]      63.4147 8.43655e-005
MGparm[4]    0.0653013 5.06699e-005
MGparm[5]     0.189647 5.87869e-006
MGparm[6]    0.0547717 1.11207e-005
MGparm[15]     0.407894 -0.000170343
SR_parm[1]      4.69364  0.000179126
recdev_early(1889)    -0.012817 -9.23569e-007
recdev_early(1890)   -0.0132349 3.26449e-006
recdev_early(1891)   -0.0136637 5.64043e-007
recdev_early(1892)   -0.0141058 1.01561e-006
recdev_early(1893)   -0.0145574 1.54285e-006
recdev_early(1894)    -0.015024  3.4709e-006
recdev_early(1895)   -0.0155058 2.74097e-007
recdev_early(1896)   -0.0160037 3.68049e-006
recdev_early(1897)   -0.0165192 -2.07875e-006
recdev_early(1898)   -0.0170463 4.86349e-006
recdev_early(1899)   -0.0175853 -1.70652e-006
recdev_early(1900)   -0.0181558 3.44045e-006
recdev_early(1901)   -0.0187276  4.5411e-006
recdev_early(1902)   -0.0192937 -2.51658e-006
recdev_early(1903)   -0.0199187 5.90884e-006
recdev_early(1904)   -0.0205458 1.21362e-006
recdev_early(1905)   -0.0211631 -2.20709e-006
recdev_early(1906)   -0.0217675 5.23647e-006
recdev_early(1907)    -0.022316 -2.32504e-006
recdev_early(1908)   -0.0228372 2.57999e-006
recdev_early(1909)   -0.0233447 1.62362e-006
recdev_early(1910)   -0.0238329 1.48529e-006
recdev_early(1911)   -0.0243131  1.1047e-006
recdev_early(1912)   -0.0248046 -9.51074e-007
recdev_early(1913)   -0.0254042 2.10149e-006
recdev_early(1914)   -0.0262087 1.91448e-006
recdev_early(1915)      -0.0274   4.104e-006
recdev_early(1916)   -0.0291395 2.96337e-006
recdev_early(1917)   -0.0316492 1.27912e-006
recdev_early(1918)   -0.0352191 -3.56531e-008
recdev_early(1919)   -0.0401217 2.37692e-007
recdev_early(1920)   -0.0465518 3.39543e-006
recdev_early(1921)   -0.0545784 1.51749e-006
recdev_early(1922)   -0.0641353 2.27317e-006
recdev_early(1923)   -0.0750021 2.14363e-006
recdev_early(1924)   -0.0867924 4.39392e-006
recdev_early(1925)   -0.0989649 1.41278e-006
recdev_early(1926)    -0.110816 1.73814e-006
recdev_early(1927)    -0.121516 -3.43732e-007
recdev_early(1928)    -0.130223 -6.32499e-007
recdev_early(1929)    -0.136204 3.20531e-006
recdev_early(1930)     -0.13904 4.62018e-006
recdev_early(1931)    -0.138923 1.98225e-006
recdev_early(1932)    -0.136743 5.86304e-006
recdev_early(1933)    -0.134051  2.1063e-006
recdev_early(1934)    -0.132856  2.1787e-007
recdev_early(1935)    -0.134921 1.07225e-006
recdev_early(1936)    -0.140949 2.23866e-006
recdev_early(1937)    -0.150003 4.99281e-006
recdev_early(1938)    -0.159702  4.3433e-006
recdev_early(1939)    -0.166954 2.10961e-006
recdev_early(1940)    -0.168947 4.13869e-006
recdev_early(1941)    -0.163414 4.78355e-007
recdev_early(1942)    -0.148131 3.32797e-006
recdev_early(1943)     -0.12007 4.49375e-006
recdev_early(1944)   -0.0751097 4.37545e-006
recdev_early(1945)  -0.00971553 3.86946e-006
recdev_early(1946)    0.0753641 5.10916e-006
recdev_early(1947)     0.168494 4.94554e-006
recdev_early(1948)     0.238928   4.742e-006
recdev_early(1949)     0.239224 4.12778e-006
recdev_early(1950)     0.149303 3.61341e-006
recdev_early(1951)   0.00507893 2.33775e-006
recdev_early(1952)    -0.143671 4.62595e-006
recdev_early(1953)     -0.26459 4.11977e-006
recdev_early(1954)    -0.342041 1.92168e-006
recdev_early(1955)    -0.369124 3.75192e-006
recdev_early(1956)    -0.343598 1.93198e-006
recdev_early(1957)    -0.271207 2.74355e-006
recdev_early(1958)    -0.172222 2.27482e-006
recdev_early(1959)   -0.0859858 5.73064e-006
recdev_early(1960)   -0.0790055 -2.50467e-007
recdev_early(1961)    -0.193191 2.85648e-006
recdev_early(1962)    -0.363041 1.63992e-006
recdev_early(1963)     -0.48794 1.25597e-006
recdev_early(1964)     -0.49412 -8.67259e-008
recdev_early(1965)     -0.35625 4.28885e-007
recdev_early(1966)    -0.161718   1.347e-006
recdev_early(1967)   -0.0305872 1.19118e-006
recdev_early(1968)     0.158544 2.70055e-006
recdev_early(1969)     0.373847 3.00814e-006
recdev_early(1970)     0.576365 4.39846e-006
recdev_early(1971)     0.843388 5.85765e-006
recdev_early(1972)     0.314011 4.94694e-006
recdev_early(1973)    0.0108628 2.94681e-006
recdev_early(1974)   -0.0436117 2.47668e-006
recdev_early(1975)     0.271761  5.2172e-007
recdev_early(1976)     0.191103 -1.60561e-007
recdev_early(1977)     0.117939 -2.37359e-006
recdev_early(1978)   -0.0862934 -1.49746e-006
recdev_early(1979)    0.0389088 2.57965e-007
recdev1(1980)     0.190324 -3.92131e-006
recdev1(1981)     0.448563 -2.77815e-006
recdev1(1982)     0.699124 1.00417e-005
recdev1(1983)     0.369504 9.27307e-006
recdev1(1984)     0.498603 2.16614e-005
recdev1(1985)     0.136149 8.49067e-006
recdev1(1986)    -0.139535 5.21794e-006
recdev1(1987)    -0.232192 2.92729e-006
recdev1(1988)     -0.36378 -1.90652e-006
recdev1(1989)    -0.502055 9.40345e-007
recdev1(1990)    -0.689794 2.96332e-007
recdev1(1991)       -0.834 2.04634e-007
recdev1(1992)    -0.618335 7.51441e-007
recdev1(1993)     0.313699 -2.27514e-006
recdev1(1994)    0.0107859 -4.09481e-006
recdev1(1995)     -0.75042 -1.56733e-006
recdev1(1996)    -0.779921 -2.79214e-006
recdev1(1997)    -0.595031 -3.9171e-006
recdev1(1998)   -0.0604322 -6.91666e-006
recdev1(1999)     0.584075 -9.80467e-006
recdev1(2000)    -0.107647 -2.39765e-006
