ParName   Value   Gradient
MGparm[1]     0.246577 -1.45391e-05
MGparm[13]     0.345943 -3.99208e-06
SR_parm[1]      5.34378  5.62403e-05
recdev1(1970)      0.23854   3.8132e-06
recdev1(1971)     0.225043  3.95057e-06
recdev1(1972)     0.271087  2.60357e-06
recdev1(1973)     0.270998   2.4185e-06
recdev1(1974)     0.322151  2.87227e-06
recdev1(1975)      0.13508  1.19965e-06
recdev1(1976)    -0.108287  2.17919e-06
recdev1(1977)    -0.232344  3.43412e-06
recdev1(1978)    -0.286223  3.79996e-06
recdev1(1979)     0.137001 -4.77478e-07
recdev1(1980)  -0.00342873   5.7162e-06
recdev1(1981)    -0.576675  3.07348e-06
recdev1(1982)    -0.523609  3.40138e-06
recdev1(1983)     0.362895   1.4737e-06
recdev1(1984)      1.57326 -4.86669e-06
recdev1(1985)    -0.343589  9.47024e-07
recdev1(1986)    -0.165392 -1.75354e-06
recdev1(1987)     0.940001 -3.51066e-06
recdev1(1988)   -0.0569274  2.28101e-07
recdev1(1989)    -0.465447  6.82264e-07
recdev1(1990)    -0.263979   2.8142e-07
recdev1(1991)    -0.225228  3.22338e-06
recdev1(1992)    -0.519057  1.23829e-06
recdev1(1993)    0.0147619  3.30036e-06
recdev1(1994)      0.31109  3.59694e-06
recdev1(1995)    0.0721445  1.87195e-07
recdev1(1996)    -0.342188 -3.92468e-07
recdev1(1997)  -0.00910946  3.98636e-06
recdev1(1998)    0.0151167    1.209e-06
recdev1(1999)     0.901736  2.74053e-06
recdev1(2000)    -0.293777 -2.10049e-06
recdev1(2001)      0.26427  1.16052e-06
recdev1(2002)     0.757939  -1.6833e-06
recdev1(2003)    0.0733353 -1.09221e-06
recdev1(2004)    -0.315447  -1.2199e-06
recdev1(2005)     0.240624  1.24568e-06
recdev1(2006)    0.0689689  1.90905e-06
recdev1(2007)   -0.0554572 -4.17108e-07
recdev1(2008)    -0.127667 -1.04625e-06
recdev1(2009)    -0.221554 -1.07999e-07
recdev1(2010)    -0.663432  2.77872e-06
recdev1(2011)    -0.557109  1.88293e-06
recdev1(2012)    -0.331941    2.082e-06
recdev1(2013)    -0.339999 -9.70829e-07
recdev1(2014)    -0.182186  5.19159e-07
recdev1(2015)     0.118272  9.55125e-07
recdev1(2016)    -0.104259  1.16959e-07
Fcast_recruitments(2017)   -0.0978293  2.32974e-07
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Q_parm[2]     0.381569 -2.14849e-05
selparm[7]      35.1257  1.02926e-06
selparm[8]     -1.63611  9.12925e-08
selparm[9]      2.33792  8.21907e-08
selparm[10]     -2.15328  6.33107e-08
selparm[12]     -3.08383 -7.07776e-07
selparm[13]      38.2439   1.8386e-05
selparm[14]     -4.60778 -7.10293e-08
selparm[15]      5.78049 -8.20137e-06
selparm[16]     -4.76986 -7.70132e-08
selparm[18]       0.2173  1.31477e-06
selparm[19]      33.4366  1.71594e-05
selparm[20]    -0.974423 -2.52425e-07
selparm[21]      4.12927 -7.09613e-06
selparm[27]      43.6221  3.81523e-05
selparm[28]     -3.25972  1.38458e-06
selparm[29]      3.64886 -1.53487e-05
selparm[30]      3.17675  3.24927e-06
selparm[31]     -1.91487  3.91307e-06
selparm[32]      43.6745  1.59113e-05
selparm[33]     -2.05902 -9.49543e-08
selparm[34]        4.629 -3.68148e-05
