ParName   Value   Gradient
MGparm[2]      8.55954 1.44335e-005
MGparm[3]      63.4836 -1.57351e-005
MGparm[4]    0.0647522 -5.95624e-006
MGparm[5]     0.189749 1.66675e-005
MGparm[6]    0.0546229 7.72315e-006
MGparm[15]     0.428935 5.13498e-005
SR_parm[1]      5.38937 -2.09825e-005
SR_parm[2]     0.945503 -9.47468e-007
recdev_early(1889)  -0.00497825 1.94704e-006
recdev_early(1890)  -0.00521012 -2.6945e-006
recdev_early(1891)  -0.00545224 -4.78082e-007
recdev_early(1892)  -0.00570839 1.67784e-006
recdev_early(1893)   -0.0059754 9.41783e-007
recdev_early(1894)  -0.00625882 -5.88053e-007
recdev_early(1895)  -0.00655947 -2.39424e-006
recdev_early(1896)  -0.00687959 -1.92234e-006
recdev_early(1897)  -0.00722139 -4.15275e-007
recdev_early(1898)  -0.00758009 1.34308e-006
recdev_early(1899)  -0.00795576 3.07932e-006
recdev_early(1900)  -0.00837334 3.50982e-007
recdev_early(1901)  -0.00880068 1.22119e-006
recdev_early(1902)  -0.00923042 -4.77446e-006
recdev_early(1903)  -0.00973184 -6.23705e-007
recdev_early(1904)    -0.010248 -3.64122e-006
recdev_early(1905)   -0.0107676 3.15889e-006
recdev_early(1906)   -0.0112904 -5.20398e-007
recdev_early(1907)   -0.0117703  3.1482e-006
recdev_early(1908)   -0.0122406 -2.63116e-007
recdev_early(1909)   -0.0127154 -2.68177e-006
recdev_early(1910)   -0.0131871 -1.55659e-007
recdev_early(1911)    -0.013667 -4.22386e-006
recdev_early(1912)   -0.0141738 4.32288e-006
recdev_early(1913)   -0.0148066 -3.12505e-006
recdev_early(1914)   -0.0156606 -1.68657e-006
recdev_early(1915)   -0.0169185  9.5977e-008
recdev_early(1916)   -0.0187408  3.2929e-006
recdev_early(1917)   -0.0213489 -4.90402e-006
recdev_early(1918)   -0.0250432 2.35541e-006
recdev_early(1919)   -0.0300979 -1.23136e-006
recdev_early(1920)   -0.0366978 -3.2436e-008
recdev_early(1921)   -0.0449141 -2.89339e-006
recdev_early(1922)   -0.0546774 1.30771e-006
recdev_early(1923)   -0.0657597 -7.64157e-007
recdev_early(1924)   -0.0777674 2.13341e-006
recdev_early(1925)    -0.090152 -1.21344e-006
recdev_early(1926)    -0.102196 -1.12323e-006
recdev_early(1927)    -0.113056  1.6885e-006
recdev_early(1928)    -0.121877 -4.13519e-006
recdev_early(1929)    -0.127903 6.54735e-007
recdev_early(1930)    -0.130699 -5.24405e-007
recdev_early(1931)    -0.130464 2.79004e-007
