ParName   Value   Gradient
MGparm[1]     0.289752 -3.43224e-06
MGparm[13]     0.419405  5.33032e-06
SR_parm[1]      5.07793 -2.44753e-05
recdev1(1970)     0.157442 -5.45313e-07
recdev1(1971)      0.29667  8.13401e-06
recdev1(1972)    0.0906874 -2.21048e-06
recdev1(1973)     0.299934  2.11349e-06
recdev1(1974)     0.301996  8.02524e-07
recdev1(1975)     0.347768  -2.0817e-06
recdev1(1976)      0.28465 -6.32894e-07
recdev1(1977)   -0.0463925 -7.99586e-07
recdev1(1978)   -0.0684612  1.01368e-06
recdev1(1979)    0.0815469 -1.34229e-06
recdev1(1980)    -0.320085 -1.75123e-06
recdev1(1981)     0.207359 -3.38866e-06
recdev1(1982)     -0.24895 -9.19218e-07
recdev1(1983)    -0.609135  1.49451e-07
recdev1(1984)      0.18107 -2.44327e-06
recdev1(1985)      1.41746 -2.97296e-07
recdev1(1986)     0.377276  3.48273e-06
recdev1(1987)    0.0438885 -1.73392e-06
recdev1(1988)      1.02276 -7.81671e-07
recdev1(1989)      -0.2095  3.64054e-07
recdev1(1990)    -0.492187 -1.38318e-06
recdev1(1991)    -0.487522 -1.51245e-06
recdev1(1992)   -0.0319496 -3.20037e-06
recdev1(1993)    -0.722747 -1.83297e-06
recdev1(1994)    -0.214002 -1.81742e-06
recdev1(1995)     0.317054 -3.86798e-06
recdev1(1996)     0.204419 -2.60683e-06
recdev1(1997)    -0.462883 -1.28601e-06
recdev1(1998)    0.0296285 -6.72006e-07
recdev1(1999)     0.565709  2.83219e-06
recdev1(2000)    -0.123078  4.37164e-07
recdev1(2001)    -0.394983  2.03614e-06
recdev1(2002)    -0.484428 -2.84842e-06
recdev1(2003)     0.628885 -2.03439e-06
recdev1(2004)   0.00222932 -1.84494e-06
recdev1(2005)    -0.334393 -1.28874e-06
recdev1(2006)     0.185072   1.0057e-06
recdev1(2007)     0.124623 -6.77525e-07
recdev1(2008)    -0.216865  1.24458e-06
recdev1(2009)     0.256823 -8.69052e-07
recdev1(2010)    -0.414998 -1.73345e-06
recdev1(2011)    -0.496426 -8.90844e-07
recdev1(2012)    -0.481226 -1.32045e-06
recdev1(2013)   -0.0464673 -6.61341e-07
recdev1(2014)    -0.582793  2.13344e-07
recdev1(2015)    -0.554571 -6.73762e-07
recdev1(2016)     0.619088  -4.2087e-07
Fcast_recruitments(2017)    -0.224196 -1.20068e-06
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Q_parm[2]     0.363097  9.85017e-06
selparm[7]      35.4684  -3.0436e-06
selparm[8]     -1.67636 -1.10571e-06
selparm[9]       1.7558  1.74484e-07
selparm[10]      -2.1694 -7.61811e-07
selparm[12]     -3.41799  3.63318e-07
selparm[13]      16.4479 -4.80312e-07
selparm[14]    -0.939929 -2.68423e-06
selparm[15]      8.29991  1.88677e-07
selparm[16]     -2.18635 -3.43349e-07
selparm[18]     0.377097  1.01382e-05
selparm[19]      44.9246 -6.61114e-07
selparm[20]     -1.00361  3.84019e-07
selparm[21]      6.17949 -1.96379e-07
selparm[27]      43.5485 -8.22016e-05
selparm[28]     -2.08915    -2.95e-05
selparm[29]      3.58334  1.84466e-05
selparm[30]     -2.16555 -2.75776e-06
selparm[31]      -1.1887  4.72176e-06
selparm[32]      44.0418  2.12048e-05
selparm[33]      -2.0196 -2.27425e-08
selparm[34]      4.54363 -1.40041e-05
