ParName   Value   Gradient
MGparm[1]     0.260566 -3.26407e-06
MGparm[13]     0.361174 -6.55646e-08
SR_parm[1]      5.46373  1.54977e-05
Q_parm[2]     0.502796  -3.6649e-06
selparm[7]      37.6948 -1.48311e-06
selparm[8]     -2.84656  2.92154e-07
selparm[9]     0.915756  9.73355e-09
selparm[10]     -2.71991   1.5409e-08
selparm[12]     -3.03599     1.18e-07
selparm[13]      39.0368 -1.60011e-06
selparm[14]     -1.04798  3.68729e-07
selparm[15]      5.91764  5.02125e-06
selparm[16]     -2.00694 -6.24774e-08
selparm[18]      6.47043 -2.11445e-07
selparm[19]      34.3445  9.97664e-06
selparm[20]    -0.974636 -1.99426e-08
selparm[21]      4.23207 -6.81811e-06
selparm[27]      43.9569  3.94462e-05
selparm[28]     -3.18167 -3.04123e-06
selparm[29]      3.66077 -8.26792e-06
selparm[30]      3.06063 -4.16364e-06
selparm[31]     -1.58154 -3.09477e-06
selparm[32]        44.63  -1.6745e-05
selparm[33]     -1.92952   9.8794e-09
selparm[34]      4.59969  2.12341e-05
