ParName   Value   Gradient
MGparm[2]      8.04141 -4.68076e-007
MGparm[3]      62.9789 1.12108e-006
MGparm[4]    0.0672873 -2.4205e-007
MGparm[5]      0.19788 -3.50342e-007
MGparm[6]     0.057705 -8.67366e-007
MGparm[15]     0.420459 -5.22775e-006
SR_parm[1]       5.4183 -1.56447e-006
recdev_early(1889)    0.0111009 2.81164e-008
recdev_early(1890)    0.0115021 -4.39373e-008
recdev_early(1891)     0.011921  2.3507e-008
recdev_early(1892)    0.0123563 -4.79173e-008
recdev_early(1893)    0.0128117 -3.86913e-008
recdev_early(1894)    0.0132842 8.74144e-009
recdev_early(1895)    0.0137755 -6.55112e-009
recdev_early(1896)    0.0142871 -2.22131e-008
recdev_early(1897)    0.0148189 -6.15397e-009
recdev_early(1898)    0.0153779 -1.63404e-008
recdev_early(1899)    0.0159617 -8.84555e-009
recdev_early(1900)    0.0165814 -1.72238e-009
recdev_early(1901)    0.0172232 -8.94111e-009
recdev_early(1902)    0.0178891 -3.12686e-009
recdev_early(1903)    0.0185494 5.76414e-009
recdev_early(1904)    0.0192564 -2.22625e-008
recdev_early(1905)    0.0200068 -3.39467e-008
recdev_early(1906)    0.0208281 8.05062e-009
recdev_early(1907)    0.0217553 -1.2602e-008
recdev_early(1908)    0.0227664 1.73142e-008
recdev_early(1909)    0.0238755 -4.18233e-008
recdev_early(1910)    0.0250484 -1.15826e-008
recdev_early(1911)    0.0262705 -1.71237e-008
recdev_early(1912)    0.0275291 6.78821e-009
recdev_early(1913)    0.0287279 3.00565e-008
recdev_early(1914)    0.0297561 1.79024e-008
recdev_early(1915)    0.0304103 4.01813e-008
recdev_early(1916)    0.0304994 2.12758e-008
recdev_early(1917)    0.0297558 3.32967e-008
recdev_early(1918)    0.0277981 1.54424e-008
recdev_early(1919)    0.0243414 -2.23745e-008
recdev_early(1920)    0.0191511 -1.14655e-008
recdev_early(1921)    0.0120908 7.01619e-009
recdev_early(1922)   0.00317057 -2.7485e-008
recdev_early(1923)  -0.00743607 -2.66982e-008
recdev_early(1924)   -0.0193824 -7.41139e-008
recdev_early(1925)   -0.0321619 -7.71482e-008
recdev_early(1926)   -0.0451029 -8.12628e-008
recdev_early(1927)   -0.0574279 -3.74581e-008
recdev_early(1928)   -0.0683844  -8.437e-008
recdev_early(1929)   -0.0773811 -3.38432e-008
recdev_early(1930)   -0.0842186 -4.13062e-008
recdev_early(1931)   -0.0892964 -5.62694e-008
recdev_early(1932)   -0.0936726 -7.28567e-008
recdev_early(1933)   -0.0989656 -4.43415e-008
recdev_early(1934)    -0.106922 6.66561e-009
recdev_early(1935)    -0.118723 -1.68248e-008
recdev_early(1936)    -0.134308 -7.05363e-008
recdev_early(1937)    -0.152065 -4.28776e-008
recdev_early(1938)     -0.16918 -1.00499e-007
recdev_early(1939)    -0.182396 -1.00864e-007
recdev_early(1940)    -0.188803 -1.03951e-007
recdev_early(1941)    -0.186001 -7.99049e-008
recdev_early(1942)    -0.171724 -7.7321e-008
recdev_early(1943)    -0.143246 -8.25639e-008
recdev_early(1944)   -0.0974394 -1.35677e-007
recdev_early(1945)   -0.0328827 -1.18656e-007
recdev_early(1946)    0.0457709 -1.1264e-007
recdev_early(1947)     0.120873 -1.22465e-007
recdev_early(1948)     0.158282 -9.96163e-008
recdev_early(1949)     0.123643 -1.63468e-007
recdev_early(1950)    0.0180006 -8.3494e-008
recdev_early(1951)    -0.123399 -1.06693e-007
recdev_early(1952)    -0.262806 -4.59958e-008
recdev_early(1953)    -0.375281 9.24881e-008
recdev_early(1954)    -0.448336 -6.94607e-009
recdev_early(1955)     -0.47705 4.91052e-008
